for NO_TESTS is 0 cond_prob_loop is 0 actual oracle response for each test:
actual_loop_count:1, actual_oracle_response:-1 0 
actual_loop_count:1569, actual_oracle_response:0 0 
actual_loop_count:1570, actual_oracle_response:0 -1 0 
actual_loop_count:1571, actual_oracle_response:-1 0 
actual_loop_count:1572, actual_oracle_response:0 -1 0 
actual_loop_count:1573, actual_oracle_response:0 0 
actual_loop_count:1574, actual_oracle_response:0 -1 -1 
actual_loop_count:1575, actual_oracle_response:0 -1 -1 
actual_loop_count:1576, actual_oracle_response:0 -1 0 
actual_loop_count:1577, actual_oracle_response:0 0 
actual_loop_count:1578, actual_oracle_response:0 -1 -1 
actual_loop_count:1579, actual_oracle_response:0 0 
actual_loop_count:1580, actual_oracle_response:-1 -1 
actual_loop_count:1581, actual_oracle_response:-1 0 
actual_loop_count:1582, actual_oracle_response:-1 0 
actual_loop_count:1583, actual_oracle_response:0 0 
actual_loop_count:1584, actual_oracle_response:-1 -1 
actual_loop_count:1585, actual_oracle_response:-1 -1 
actual_loop_count:1586, actual_oracle_response:0 0 
actual_loop_count:1587, actual_oracle_response:-1 0 
actual_loop_count:1588, actual_oracle_response:-1 -1 
actual_loop_count:1589, actual_oracle_response:-1 0 
actual_loop_count:1590, actual_oracle_response:0 0 
actual_loop_count:1591, actual_oracle_response:0 0 
actual_loop_count:1592, actual_oracle_response:-1 0 
actual_loop_count:1593, actual_oracle_response:0 0 
actual_loop_count:1594, actual_oracle_response:0 0 
actual_loop_count:1595, actual_oracle_response:-1 0 
actual_loop_count:1596, actual_oracle_response:-1 0 
actual_loop_count:1597, actual_oracle_response:0 -1 0 
actual_loop_count:1598, actual_oracle_response:0 0 
actual_loop_count:1599, actual_oracle_response:0 -1 0 
actual_loop_count:1600, actual_oracle_response:-1 0 
actual_loop_count:1601, actual_oracle_response:-1 -1 
actual_loop_count:1602, actual_oracle_response:-1 0 
actual_loop_count:1603, actual_oracle_response:0 0 
actual_loop_count:1604, actual_oracle_response:0 -1 0 
actual_loop_count:1605, actual_oracle_response:0 -1 0 
actual_loop_count:1606, actual_oracle_response:0 -1 0 
actual_loop_count:1607, actual_oracle_response:-1 -1 
actual_loop_count:1608, actual_oracle_response:0 -1 0 
actual_loop_count:1609, actual_oracle_response:0 -1 0 
actual_loop_count:1610, actual_oracle_response:0 0 
actual_loop_count:1611, actual_oracle_response:0 0 
actual_loop_count:1612, actual_oracle_response:0 -1 0 
actual_loop_count:1613, actual_oracle_response:0 -1 0 
actual_loop_count:1614, actual_oracle_response:0 -1 0 
actual_loop_count:1615, actual_oracle_response:-1 0 
actual_loop_count:1616, actual_oracle_response:0 -1 -1 
actual_loop_count:1617, actual_oracle_response:0 -1 -1 
actual_loop_count:1618, actual_oracle_response:0 -1 -1 
actual_loop_count:1619, actual_oracle_response:0 0 
actual_loop_count:1620, actual_oracle_response:0 -1 0 
actual_loop_count:1621, actual_oracle_response:-1 0 
actual_loop_count:1622, actual_oracle_response:-1 -1 
actual_loop_count:1623, actual_oracle_response:-1 0 
actual_loop_count:1624, actual_oracle_response:0 -1 0 
actual_loop_count:1625, actual_oracle_response:0 0 
actual_loop_count:1626, actual_oracle_response:0 -1 0 
actual_loop_count:1627, actual_oracle_response:0 -1 0 
actual_loop_count:1628, actual_oracle_response:0 0 
actual_loop_count:1629, actual_oracle_response:0 0 
actual_loop_count:1630, actual_oracle_response:0 0 
actual_loop_count:1631, actual_oracle_response:0 -1 0 
actual_loop_count:1632, actual_oracle_response:0 -1 0 
actual_loop_count:1633, actual_oracle_response:0 -1 0 
actual_loop_count:1634, actual_oracle_response:-1 0 
actual_loop_count:1635, actual_oracle_response:0 -1 0 
actual_loop_count:1636, actual_oracle_response:0 0 
actual_loop_count:1637, actual_oracle_response:0 0 
actual_loop_count:1638, actual_oracle_response:0 -1 -1 
actual_loop_count:1639, actual_oracle_response:0 -1 0 
actual_loop_count:1640, actual_oracle_response:-1 0 
actual_loop_count:1641, actual_oracle_response:0 0 
actual_loop_count:1642, actual_oracle_response:0 -1 -1 
actual_loop_count:1643, actual_oracle_response:0 -1 -1 
actual_loop_count:1644, actual_oracle_response:0 -1 -1 
actual_loop_count:1645, actual_oracle_response:0 -1 0 
actual_loop_count:1646, actual_oracle_response:0 -1 -1 
actual_loop_count:1647, actual_oracle_response:0 -1 0 
actual_loop_count:1648, actual_oracle_response:0 0 
actual_loop_count:1649, actual_oracle_response:0 0 
actual_loop_count:1650, actual_oracle_response:0 -1 0 
actual_loop_count:1651, actual_oracle_response:0 0 
actual_loop_count:1652, actual_oracle_response:0 -1 -1 
actual_loop_count:1653, actual_oracle_response:0 -1 0 
actual_loop_count:1654, actual_oracle_response:0 0 
actual_loop_count:1655, actual_oracle_response:0 -1 -1 
actual_loop_count:1656, actual_oracle_response:0 -1 0 
actual_loop_count:1657, actual_oracle_response:0 0 
actual_loop_count:1658, actual_oracle_response:0 0 
actual_loop_count:1659, actual_oracle_response:-1 0 
actual_loop_count:1660, actual_oracle_response:0 -1 -1 
actual_loop_count:1661, actual_oracle_response:0 0 
actual_loop_count:1662, actual_oracle_response:0 0 
actual_loop_count:1663, actual_oracle_response:0 0 
actual_loop_count:1664, actual_oracle_response:-1 0 
actual_loop_count:1665, actual_oracle_response:0 -1 0 
actual_loop_count:1666, actual_oracle_response:0 0 
actual_loop_count:1667, actual_oracle_response:0 -1 0 
actual_loop_count:1668, actual_oracle_response:0 0 
actual_loop_count:1669, actual_oracle_response:-1 0 
actual_loop_count:1670, actual_oracle_response:-1 0 
actual_loop_count:1671, actual_oracle_response:-1 -1 
actual_loop_count:1672, actual_oracle_response:-1 0 
actual_loop_count:1673, actual_oracle_response:0 0 
actual_loop_count:1674, actual_oracle_response:0 0 
actual_loop_count:1675, actual_oracle_response:0 0 
actual_loop_count:1676, actual_oracle_response:0 0 
actual_loop_count:1677, actual_oracle_response:-1 0 
actual_loop_count:1678, actual_oracle_response:-1 0 
actual_loop_count:1679, actual_oracle_response:0 0 
actual_loop_count:1680, actual_oracle_response:0 0 
actual_loop_count:1681, actual_oracle_response:0 -1 0 
actual_loop_count:1682, actual_oracle_response:0 -1 -1 
actual_loop_count:1683, actual_oracle_response:0 -1 -1 
actual_loop_count:1684, actual_oracle_response:0 -1 0 
actual_loop_count:1685, actual_oracle_response:-1 0 
actual_loop_count:1686, actual_oracle_response:0 0 
actual_loop_count:1687, actual_oracle_response:-1 0 
actual_loop_count:1688, actual_oracle_response:-1 0 
actual_loop_count:1689, actual_oracle_response:-1 0 
actual_loop_count:1690, actual_oracle_response:-1 -1 
actual_loop_count:1691, actual_oracle_response:-1 0 
actual_loop_count:1692, actual_oracle_response:0 0 
actual_loop_count:1693, actual_oracle_response:-1 0 
actual_loop_count:1694, actual_oracle_response:-1 0 
actual_loop_count:1695, actual_oracle_response:-1 0 
actual_loop_count:1696, actual_oracle_response:0 0 
actual_loop_count:1697, actual_oracle_response:-1 0 
actual_loop_count:1698, actual_oracle_response:-1 0 
actual_loop_count:1699, actual_oracle_response:-1 -1 
actual_loop_count:1700, actual_oracle_response:-1 -1 
actual_loop_count:1701, actual_oracle_response:-1 0 
actual_loop_count:1702, actual_oracle_response:-1 -1 
actual_loop_count:1703, actual_oracle_response:-1 0 
actual_loop_count:1704, actual_oracle_response:0 0 
actual_loop_count:1705, actual_oracle_response:-1 -1 
actual_loop_count:1706, actual_oracle_response:0 0 
actual_loop_count:1707, actual_oracle_response:0 -1 -1 
actual_loop_count:1708, actual_oracle_response:0 0 
actual_loop_count:1709, actual_oracle_response:0 -1 -1 
actual_loop_count:1710, actual_oracle_response:0 -1 -1 
actual_loop_count:1711, actual_oracle_response:0 -1 0 
actual_loop_count:1712, actual_oracle_response:0 -1 -1 
actual_loop_count:1713, actual_oracle_response:0 -1 -1 
actual_loop_count:1714, actual_oracle_response:-1 0 
actual_loop_count:1715, actual_oracle_response:0 -1 -1 
actual_loop_count:1716, actual_oracle_response:-1 0 
actual_loop_count:1717, actual_oracle_response:0 -1 0 
actual_loop_count:1718, actual_oracle_response:0 -1 0 
actual_loop_count:1719, actual_oracle_response:0 -1 -1 
actual_loop_count:1720, actual_oracle_response:0 -1 0 
actual_loop_count:1721, actual_oracle_response:0 -1 -1 
actual_loop_count:1722, actual_oracle_response:0 -1 -1 
actual_loop_count:1723, actual_oracle_response:-1 0 
actual_loop_count:1724, actual_oracle_response:-1 0 
actual_loop_count:1725, actual_oracle_response:0 0 
actual_loop_count:1726, actual_oracle_response:0 0 
actual_loop_count:1727, actual_oracle_response:0 0 
actual_loop_count:1728, actual_oracle_response:0 -1 0 
actual_loop_count:1729, actual_oracle_response:0 -1 -1 
actual_loop_count:1730, actual_oracle_response:0 -1 -1 
actual_loop_count:1731, actual_oracle_response:0 -1 0 
actual_loop_count:1732, actual_oracle_response:0 -1 -1 
actual_loop_count:1733, actual_oracle_response:0 -1 -1 
actual_loop_count:1734, actual_oracle_response:0 -1 0 
actual_loop_count:1735, actual_oracle_response:0 -1 0 
actual_loop_count:1736, actual_oracle_response:0 -1 0 
actual_loop_count:1737, actual_oracle_response:0 -1 0 
actual_loop_count:1738, actual_oracle_response:0 -1 -1 
actual_loop_count:1739, actual_oracle_response:0 -1 0 
actual_loop_count:1740, actual_oracle_response:0 -1 0 
actual_loop_count:1741, actual_oracle_response:0 -1 0 
actual_loop_count:1742, actual_oracle_response:0 -1 0 
actual_loop_count:1743, actual_oracle_response:0 -1 -1 
actual_loop_count:1744, actual_oracle_response:0 -1 -1 
actual_loop_count:1745, actual_oracle_response:0 -1 -1 
actual_loop_count:1746, actual_oracle_response:0 -1 0 
actual_loop_count:1747, actual_oracle_response:0 -1 0 
actual_loop_count:1748, actual_oracle_response:-1 0 
actual_loop_count:1749, actual_oracle_response:0 0 
actual_loop_count:1750, actual_oracle_response:0 -1 0 
actual_loop_count:1751, actual_oracle_response:0 0 
actual_loop_count:1752, actual_oracle_response:0 0 
actual_loop_count:1753, actual_oracle_response:0 0 
actual_loop_count:1754, actual_oracle_response:0 0 
actual_loop_count:1755, actual_oracle_response:0 -1 0 
actual_loop_count:1756, actual_oracle_response:-1 0 
actual_loop_count:1757, actual_oracle_response:-1 0 
actual_loop_count:1758, actual_oracle_response:-1 -1 
actual_loop_count:1759, actual_oracle_response:-1 0 
actual_loop_count:1760, actual_oracle_response:-1 0 
actual_loop_count:1761, actual_oracle_response:-1 0 
actual_loop_count:1762, actual_oracle_response:-1 0 
actual_loop_count:1763, actual_oracle_response:0 0 
actual_loop_count:1764, actual_oracle_response:0 0 
actual_loop_count:1765, actual_oracle_response:-1 0 
actual_loop_count:1766, actual_oracle_response:-1 -1 
actual_loop_count:1767, actual_oracle_response:-1 0 
actual_loop_count:1768, actual_oracle_response:-1 0 
actual_loop_count:1769, actual_oracle_response:0 0 
actual_loop_count:1770, actual_oracle_response:0 0 
actual_loop_count:1771, actual_oracle_response:-1 -1 
actual_loop_count:1772, actual_oracle_response:-1 -1 
actual_loop_count:1773, actual_oracle_response:0 0 
actual_loop_count:1774, actual_oracle_response:-1 0 
actual_loop_count:1775, actual_oracle_response:-1 0 
actual_loop_count:1776, actual_oracle_response:-1 -1 
actual_loop_count:1777, actual_oracle_response:0 0 
actual_loop_count:1778, actual_oracle_response:0 0 
actual_loop_count:1779, actual_oracle_response:-1 0 
actual_loop_count:1780, actual_oracle_response:0 -1 -1 
actual_loop_count:1781, actual_oracle_response:0 -1 0 
actual_loop_count:1782, actual_oracle_response:0 -1 0 
actual_loop_count:1783, actual_oracle_response:0 -1 -1 
actual_loop_count:1784, actual_oracle_response:0 0 
actual_loop_count:1785, actual_oracle_response:0 -1 -1 
actual_loop_count:1786, actual_oracle_response:0 -1 -1 
actual_loop_count:1787, actual_oracle_response:0 -1 0 
actual_loop_count:1788, actual_oracle_response:0 -1 0 
actual_loop_count:1789, actual_oracle_response:-1 0 
actual_loop_count:1790, actual_oracle_response:0 0 
actual_loop_count:1791, actual_oracle_response:0 -1 0 
actual_loop_count:1792, actual_oracle_response:0 -1 0 
actual_loop_count:1793, actual_oracle_response:-1 -1 
actual_loop_count:1794, actual_oracle_response:-1 0 
actual_loop_count:1795, actual_oracle_response:-1 0 
actual_loop_count:1796, actual_oracle_response:0 0 
actual_loop_count:1797, actual_oracle_response:-1 0 
actual_loop_count:1798, actual_oracle_response:0 -1 0 
actual_loop_count:1799, actual_oracle_response:0 -1 0 
actual_loop_count:1800, actual_oracle_response:0 0 
actual_loop_count:1801, actual_oracle_response:0 0 
actual_loop_count:1802, actual_oracle_response:-1 0 
actual_loop_count:1803, actual_oracle_response:0 -1 0 
actual_loop_count:1804, actual_oracle_response:0 -1 0 
actual_loop_count:1805, actual_oracle_response:0 -1 0 
actual_loop_count:1806, actual_oracle_response:0 0 
actual_loop_count:1807, actual_oracle_response:0 0 
actual_loop_count:1808, actual_oracle_response:0 -1 0 
actual_loop_count:1809, actual_oracle_response:0 -1 -1 
actual_loop_count:1810, actual_oracle_response:-1 0 
actual_loop_count:1811, actual_oracle_response:0 -1 0 
actual_loop_count:1812, actual_oracle_response:0 0 
actual_loop_count:1813, actual_oracle_response:0 0 
actual_loop_count:1814, actual_oracle_response:0 0 
actual_loop_count:1815, actual_oracle_response:0 -1 0 
actual_loop_count:1816, actual_oracle_response:-1 0 
actual_loop_count:1817, actual_oracle_response:-1 -1 
actual_loop_count:1818, actual_oracle_response:-1 -1 
actual_loop_count:1819, actual_oracle_response:0 -1 0 
actual_loop_count:1820, actual_oracle_response:0 0 
actual_loop_count:1821, actual_oracle_response:0 0 
actual_loop_count:1822, actual_oracle_response:0 -1 -1 
actual_loop_count:1823, actual_oracle_response:0 -1 -1 
actual_loop_count:1824, actual_oracle_response:0 -1 0 
actual_loop_count:1825, actual_oracle_response:0 -1 0 
actual_loop_count:1826, actual_oracle_response:0 0 
actual_loop_count:1827, actual_oracle_response:0 -1 -1 
actual_loop_count:1828, actual_oracle_response:0 0 
actual_loop_count:1829, actual_oracle_response:0 -1 0 
actual_loop_count:1830, actual_oracle_response:0 -1 -1 
actual_loop_count:1831, actual_oracle_response:0 0 
actual_loop_count:1832, actual_oracle_response:0 0 
actual_loop_count:1833, actual_oracle_response:-1 0 
actual_loop_count:1834, actual_oracle_response:0 -1 0 
actual_loop_count:1835, actual_oracle_response:0 0 
actual_loop_count:1836, actual_oracle_response:0 0 
actual_loop_count:1837, actual_oracle_response:0 0 
actual_loop_count:1838, actual_oracle_response:-1 0 
actual_loop_count:1839, actual_oracle_response:0 -1 0 
actual_loop_count:1840, actual_oracle_response:0 -1 0 
actual_loop_count:1841, actual_oracle_response:0 0 
actual_loop_count:1842, actual_oracle_response:0 0 
actual_loop_count:1843, actual_oracle_response:-1 -1 
actual_loop_count:1844, actual_oracle_response:0 -1 0 
actual_loop_count:1845, actual_oracle_response:0 0 
actual_loop_count:1846, actual_oracle_response:0 0 
actual_loop_count:1847, actual_oracle_response:-1 0 
actual_loop_count:1848, actual_oracle_response:0 0 
actual_loop_count:1849, actual_oracle_response:0 -1 0 
actual_loop_count:1850, actual_oracle_response:0 0 
actual_loop_count:1851, actual_oracle_response:0 0 
actual_loop_count:1852, actual_oracle_response:0 -1 -1 
actual_loop_count:1853, actual_oracle_response:-1 0 
actual_loop_count:1854, actual_oracle_response:-1 0 
actual_loop_count:1855, actual_oracle_response:0 0 
actual_loop_count:1856, actual_oracle_response:0 0 
actual_loop_count:1857, actual_oracle_response:0 0 
actual_loop_count:1858, actual_oracle_response:0 0 
actual_loop_count:1859, actual_oracle_response:0 0 
actual_loop_count:1860, actual_oracle_response:0 0 
actual_loop_count:1861, actual_oracle_response:0 -1 -1 
actual_loop_count:1862, actual_oracle_response:0 0 
actual_loop_count:1863, actual_oracle_response:0 -1 0 
actual_loop_count:1864, actual_oracle_response:0 0 
actual_loop_count:1865, actual_oracle_response:-1 0 
actual_loop_count:1866, actual_oracle_response:0 -1 0 
actual_loop_count:1867, actual_oracle_response:0 -1 -1 
actual_loop_count:1868, actual_oracle_response:0 -1 -1 
actual_loop_count:1869, actual_oracle_response:0 0 
actual_loop_count:1870, actual_oracle_response:0 -1 -1 
actual_loop_count:1871, actual_oracle_response:0 0 
actual_loop_count:1872, actual_oracle_response:0 -1 0 
actual_loop_count:1873, actual_oracle_response:0 -1 -1 
actual_loop_count:1874, actual_oracle_response:0 -1 0 
actual_loop_count:1875, actual_oracle_response:0 -1 -1 
actual_loop_count:1876, actual_oracle_response:0 0 
actual_loop_count:1877, actual_oracle_response:0 0 
actual_loop_count:1878, actual_oracle_response:0 0 
actual_loop_count:1879, actual_oracle_response:0 -1 -1 
actual_loop_count:1880, actual_oracle_response:-1 0 
actual_loop_count:1881, actual_oracle_response:0 -1 0 
actual_loop_count:1882, actual_oracle_response:0 -1 0 
actual_loop_count:1883, actual_oracle_response:0 -1 -1 
actual_loop_count:1884, actual_oracle_response:0 -1 0 
actual_loop_count:1885, actual_oracle_response:0 0 
